,almaid,ClumpName,AGAL,peak_x_icrs,peak_y_icrs,radius_au,radius_pc,major_sigma,minor_sigma,position_angle,T,Mass,avir,bound,preproto
697,15,G332.96,332.969-00.029,16:18:30.12,-50.25.14.06,2169.3788244745,0.0105174453361456,0.510564029986134,0.359613183220803,69.2511917480758,12.6,0.360070595137152,0.0,non-detection,prestellar
698,16,G332.96,332.969-00.029,16:18:31.86,-50.24.54.66,2150.6343660864,0.0104265696374302,0.556585002733831,0.324202745648841,171.108393659688,12.6,0.362130844961234,0.0,non-detection,prestellar
699,17,G332.96,332.969-00.029,16:18:30.73,-50.25.03.26,2155.15788540471,0.010448500277953,0.637955210001644,0.284042300173183,135.925150496678,12.6,0.332790305138093,0.0,non-detection,prestellar
700,18,G332.96,332.969-00.029,16:18:31.90,-50.25.03.86,2377.71497504833,0.0115274874968245,0.842533759502227,0.261786532248514,-175.948513023171,12.6,0.378369702261315,0.0,non-detection,prestellar
701,19,G332.96,332.969-00.029,16:18:30.54,-50.25.11.26,2093.70199782034,0.0101505537270967,0.597327637792318,0.286307121855546,-178.847076182462,12.6,0.330229449750512,0.0,non-detection,prestellar
702,20,G332.96,332.969-00.029,16:18:30.73,-50.25.05.46,2996.69940839108,0.0145284087136085,0.743245840885286,0.471377558327302,58.596079446092300,12.6,0.524035208133016,0.0,non-detection,prestellar
703,1,G337.54,337.541-00.082,16:37:58.45,-47.08.58.12,3250.62649636913,0.0157594819761691,0.781666007985234,0.609459526756233,140.237301309021,15.342,10.2013994147303,0.678824900261514,bound,outflow
704,2,G337.54,337.541-00.082,16:37:58.49,-47.09.01.92,3381.79291453644,0.0163953947164656,0.846816966007539,0.608886609997263,110.991760769879,15.269,4.11042251892869,0.701262938549363,bound,outflow
705,3,G337.54,337.541-00.082,16:37:57.82,-47.08.44.32,3828.64315662345,0.0185617858241745,1.03371412968112,0.639324404248619,89.9514625836865,12.923,5.3527858095704,0.453806567589574,bound,outflow
706,4,G337.54,337.541-00.082,16:37:57.82,-47.09.06.52,2677.81372570879,0.0129824072968652,0.786016410204891,0.411302233425614,105.862141318401,15.157,1.20778020450244,0.609125544578396,bound,prestellar
707,6,G337.54,337.541-00.082,16:37:57.53,-47.09.16.72,5072.60307532214,0.0245926736975448,1.33255068497026,0.870582592025578,83.2783631611349,13.294,3.10803136549768,0.396675324249376,bound,prestellar
708,5,G337.54,337.541-00.082,16:37:58.51,-47.09.22.92,1934.18300272629,0.0093771838149123,0.475438089290106,0.354758743010435,148.4269056413,11.04,0.955335830741977,0.568984227765354,bound,prestellar
709,7,G337.54,337.541-00.082,16:37:58.35,-47.09.10.92,2838.8045445491,0.0137629128119333,0.878456409335335,0.413602087613753,137.953591064267,12.397,1.14919126322666,0.684185980703065,bound,warm
710,8,G337.54,337.541-00.082,16:37:57.78,-47.09.11.52,2811.55436418432,0.0136308002093978,0.90490117729816,0.393843581408484,93.0055797786972,13.067,1.34570859936809,0.542415622122083,bound,prestellar
711,9,G337.54,337.541-00.082,16:37:58.24,-47.08.41.72,4140.39686181939,0.0200732104383303,1.07450999107997,0.719292344104033,134.681798241671,12.867,2.58765914958839,0.913032857835195,bound,outflow
712,10,G337.54,337.541-00.082,16:37:58.63,-47.09.21.12,1551.65718594053,0.0075226463213589,0.392713213438093,0.276406336253305,104.88989398591,12.673,0.421434066410483,1.00370243352293,bound,prestellar
713,11,G337.54,337.541-00.082,16:37:58.02,-47.09.16.32,2979.28682065767,0.0144439901060417,0.751274458890649,0.532669660170098,92.8191407853611,12.041,1.09622339591024,0.800620924537775,bound,prestellar
714,12,G337.54,337.541-00.082,16:37:57.84,-47.09.13.52,1902.33958268862,0.0092228025580365,0.545446005744998,0.299127456149095,136.897017889159,12.358,0.481684874910981,1.05932264059086,bound,prestellar
715,13,G337.54,337.541-00.082,16:37:58.51,-47.09.19.72,1253.76375757294,0.0060784182255066,0.316481142461878,0.223931680802285,-150.872762053857,13.1,0.211169917176514,0.0,non-detection,prestellar
716,15,G337.54,337.541-00.082,16:37:58.10,-47.08.53.52,2290.44070811311,0.0111043699106345,0.622861183614641,0.379733397814056,71.0750055775155,16.563,0.375538951949374,0.0,non-detection,warm
717,14,G337.54,337.541-00.082,16:38:00.63,-47.09.14.12,3146.76592779445,0.0152559517304409,0.888707022603619,0.502345158099776,81.0306627572906,15.111,0.588817617417851,0.0,non-detection,warm
718,16,G337.54,337.541-00.082,16:37:58.10,-47.09.19.12,1277.43247624284,0.0061931674117616,0.30791298897786,0.238935043820678,-164.465605926285,12.472,0.202344175934711,0.0,non-detection,prestellar
719,17,G337.54,337.541-00.082,16:37:59.18,-47.09.03.72,5963.12907565497,0.0289100655809959,1.57190721651835,1.01989031259516,73.0494787050598,15.183,1.37015497416658,1.60307797039219,bound,warm
720,18,G337.54,337.541-00.082,16:37:58.92,-47.09.03.12,1963.11459092461,0.00951744811266,0.577064909780559,0.301091565566619,-170.231543233932,14.327,0.240938078753768,0.0,non-detection,warm
721,19,G337.54,337.541-00.082,16:37:59.78,-47.09.03.72,2326.29745694958,0.0112782083345948,0.679882428264223,0.358862955362372,127.774981224112,18.887,0.161335244610471,0.0,non-detection,warm
722,1,G340.17,340.179-00.242,16:48:42.31,-45.15.40.28,2688.84863728302,0.0130359060578754,0.773605967667369,0.401048709208224,66.0558324363203,17.665,0.808103238048745,0.0,non-detection,prestellar
723,2,G340.17,340.179-00.242,16:48:38.28,-45.16.04.68,3777.1478159415,0.0183121293674144,1.25522376559303,0.487742985429409,167.047637671254,16.67,1.13258997249678,0.0,non-detection,prestellar
724,3,G340.17,340.179-00.242,16:48:42.28,-45.16.03.68,4445.97186218769,0.0215546798461663,1.24390788882564,0.681913708405089,126.362941779466,19.097,0.730161436044261,0.0,non-detection,prestellar
725,4,G340.17,340.179-00.242,16:48:38.89,-45.16.01.28,6192.85898384297,0.0300238276054917,1.45375708263107,1.13207385822807,81.7916512553277,17.964,1.96634712002402,4.54738344015999,unbound,prestellar
726,5,G340.17,340.179-00.242,16:48:38.62,-45.16.11.88,2143.43493470587,0.0103916658091353,0.619093790660787,0.318455229452144,56.065599400961,15.617,0.359025283251887,0.0,non-detection,prestellar
727,6,G340.17,340.179-00.242,16:48:39.53,-45.15.49.28,3909.06848499398,0.0189516988191921,1.11721806829208,0.586938815294721,-169.713372928692,14.144,0.995595496980406,0.0,non-detection,prestellar
728,7,G340.17,340.179-00.242,16:48:40.55,-45.15.48.08,4166.95348761626,0.0202019605934346,1.24394638675527,0.598990405831091,-154.769043171159,17.665,0.688471248517794,0.0,non-detection,prestellar
729,9,G340.17,340.179-00.242,16:48:42.35,-45.16.00.28,3398.06477348862,0.0164742829148366,0.786419879251339,0.630076158518581,-157.452458633528,16.724,0.616690072377609,0.0,non-detection,prestellar
730,8,G340.17,340.179-00.242,16:48:41.41,-45.15.54.28,5834.91797042053,0.0282884806021176,2.25270397740593,0.64855917512044,77.9608465445603,18.244,1.14972066742609,0.0,non-detection,prestellar
731,11,G340.17,340.179-00.242,16:48:41.95,-45.15.59.28,3177.8232045695,0.0154065216572264,0.851717089507804,0.508801433412936,89.9378608662727,17.876,0.500529804135958,0.0,non-detection,warm
732,10,G340.17,340.179-00.242,16:48:39.28,-45.16.00.48,3497.9875512056,0.0169587222117532,0.988855405741132,0.530991966639305,-139.67093217026,16.075,0.533414783748926,0.0,non-detection,warm
733,12,G340.17,340.179-00.242,16:48:41.71,-45.15.59.88,2114.9811856004,0.0102537181406834,0.5130236090602,0.374162181266874,141.047316560544,17.974,0.192338297599748,0.0,non-detection,prestellar
734,13,G340.17,340.179-00.242,16:48:39.93,-45.16.14.08,5093.28946017928,0.0246929641214592,1.73017785410201,0.643413533968591,-140.474674120624,17.665,0.655621940508269,0.0,non-detection,prestellar
735,14,G340.17,340.179-00.242,16:48:41.92,-45.16.06.88,3297.93433818007,0.0159888368655062,1.22869297592568,0.379861131244966,142.351826115673,19.326,0.336857136566685,0.0,non-detection,prestellar
736,15,G340.17,340.179-00.242,16:48:41.56,-45.16.09.68,2567.40565999675,0.0124471338892448,0.666634049309385,0.424312396500248,-163.293415057392,17.665,0.163152606949253,0.0,non-detection,prestellar
737,16,G340.17,340.179-00.242,16:48:40.82,-45.16.03.28,3348.15880838731,0.0162323319683357,0.853665163254112,0.563519258535011,52.8163736192545,20.89,0.219338900372702,0.0,non-detection,prestellar
738,1,G340.22,340.222-00.167,16:48:33.62,-45.11.10.18,4460.82273821961,0.0216266789249337,1.42785541062285,0.628315327771625,137.345506357131,14.608,4.12812382234639,0.455479425230578,bound,prestellar
739,2,G340.22,340.222-00.167,16:48:30.69,-45.11.07.39,7176.04978782902,0.0347904711346269,2.17074056014829,1.069534799291,123.86106089749,15.394,8.41001621341557,0.381878023019618,bound,prestellar
740,3,G340.22,340.222-00.167,16:48:32.54,-45.11.29.39,6264.50525144042,0.0303711785128085,1.50862316991394,1.17280210340744,-167.523522169919,14.608,4.21145052492116,0.849958675359886,bound,prestellar
