ID,Mcore,err_Mcore,Tcore,Size
477,0.79,0.40,14.5,4535
478,0.59,0.30,14.5,5415
479,0.49,0.24,14.5,3607
480,0.28,0.14,14.5,2595
481,0.24,0.12,14.5,2571
482,0.34,0.17,14.5,3105
483,0.22,0.11,14.5,2525
484,2.69,1.34,13.5,5028
485,4.43,2.21,13.5,4488
486,1.02,0.51,13.5,2114
487,2.59,1.30,13.5,3482
488,0.91,0.46,13.5,2196
489,5.05,2.52,13.5,6097
490,1.72,0.86,13.5,3329
491,0.55,0.28,13.5,2072
492,0.55,0.28,13.5,1965
493,0.77,0.38,13.5,2875
494,0.50,0.25,13.5,2030
495,0.45,0.22,13.5,1902
496,1.23,0.62,13.5,4032
497,0.61,0.30,13.5,2363
498,1.27,0.64,13.5,3980
499,0.23,0.12,13.5,1510
500,0.95,0.48,13.5,4044
501,0.61,0.31,13.5,3123
502,0.35,0.17,13.5,1976
503,0.31,0.16,13.5,2079
504,0.50,0.25,13.5,2592
505,0.27,0.13,13.5,1949
506,0.33,0.17,13.5,2211
507,0.26,0.13,13.5,2002
508,0.35,0.18,13.5,2588
509,0.53,0.27,13.5,3082
510,0.50,0.25,13.5,2853
511,0.35,0.17,13.5,2210
512,0.43,0.21,13.5,2711
513,2.15,1.07,11.2,2403
514,0.59,0.29,11.2,1696
515,0.41,0.21,11.2,1258
516,1.14,0.57,11.2,2786
517,0.27,0.14,11.2,1321
518,1.01,0.51,11.2,2715
519,0.37,0.19,11.2,1701
520,0.49,0.24,11.2,1982
521,0.15,0.07,11.2,966
522,0.21,0.11,11.2,1614
523,0.97,0.49,11.2,3044
524,0.17,0.09,11.2,1105
525,0.55,0.28,11.2,2171
526,0.33,0.17,11.2,1797
527,0.43,0.21,11.2,1965
528,0.18,0.09,11.2,1301
529,0.53,0.27,11.2,2666
530,0.15,0.08,11.2,1320
531,0.28,0.14,11.2,1693
532,0.42,0.21,11.2,2631
533,0.25,0.12,11.2,1738
534,0.42,0.21,11.2,2492
535,0.13,0.07,11.2,1366
536,0.20,0.10,11.2,1593
537,0.20,0.10,11.2,1835
538,0.37,0.18,11.2,2856
539,17.02,8.51,13.9,3745
540,22.60,11.30,13.9,5009
541,8.02,4.01,13.9,3477
542,13.00,6.50,13.9,6421
543,2.76,1.38,13.9,2594
544,2.04,1.02,13.9,2224
545,7.69,3.84,13.9,5052
546,1.44,0.72,13.9,2782
547,3.63,1.81,13.9,5306
548,2.42,1.21,13.9,5267
549,0.85,0.43,13.9,3165
550,0.60,0.30,13.9,2567
551,0.79,0.40,13.9,2687
552,0.72,0.36,13.9,2828
553,0.58,0.29,13.9,2993
554,0.49,0.24,13.9,2474
555,0.41,0.20,13.9,2243
556,0.67,0.33,13.9,3012
557,0.61,0.30,13.9,3374
623,10.81,5.40,14.1,4929
624,6.44,3.22,10.4,2992
625,2.06,1.03,17.0,3481
626,1.25,0.62,16.4,3279
627,1.75,0.87,15.9,4706
628,0.25,0.12,16.9,1359
629,0.20,0.10,18.6,1300
630,0.51,0.25,15.9,2015
631,1.04,0.52,14.6,3289
632,2.97,1.48,11.1,4554
633,1.40,0.70,15.9,5602
634,2.13,1.06,12.6,4017
635,0.41,0.21,20.4,2493
636,1.01,0.51,14.7,3280
637,0.30,0.15,13.4,1657
638,0.39,0.20,14.2,2003
639,0.31,0.15,15.9,2175
640,0.11,0.05,22.5,1563
641,0.26,0.13,18.3,2551
642,0.19,0.09,14.7,1756
643,0.29,0.14,14.4,2335
644,7.95,3.98,14.8,5757
645,1.88,0.94,16.0,3084
646,0.85,0.42,16.7,2305
647,4.19,2.09,17.8,7160
648,1.57,0.78,17.9,3753
649,1.55,0.77,16.0,4037
650,1.60,0.80,16.0,3692
651,2.53,1.27,12.3,4541
652,0.48,0.24,12.9,1705
653,1.09,0.54,14.6,3294
654,0.73,0.37,16.0,2623
655,1.70,0.85,9.0,2571
656,3.56,1.78,15.1,6941
657,1.06,0.53,17.9,4501
658,0.85,0.42,16.0,3042
659,0.94,0.47,16.0,3733
660,0.51,0.25,16.0,2498
661,0.44,0.22,16.0,2138
662,0.25,0.12,18.1,1763
663,0.78,0.39,17.0,3440
664,0.51,0.26,16.0,2694
665,0.97,0.48,17.1,3867
666,0.63,0.32,16.0,3812
667,0.46,0.23,16.0,2561
668,0.71,0.36,18.1,3708
669,0.56,0.28,16.0,2640
670,0.49,0.24,17.8,3099
671,0.57,0.28,17.9,2893
672,0.61,0.30,16.0,3137
673,0.27,0.13,18.0,1932
674,1.06,0.53,16.0,4712
675,0.82,0.41,17.5,3773
676,0.77,0.39,18.9,3799
677,0.58,0.29,18.0,3324
678,0.48,0.24,19.2,3035
679,0.27,0.13,18.8,2282
680,0.57,0.29,15.7,4050
681,0.43,0.22,16.0,3099
682,0.50,0.25,15.4,3569
683,4.02,2.01,12.6,4532
684,0.61,0.31,12.6,2099
685,2.46,1.23,12.6,4653
686,1.11,0.56,12.6,2595
687,1.43,0.71,12.6,3601
688,1.31,0.66,12.6,3689
689,0.43,0.22,12.6,1819
690,0.47,0.23,12.6,2146
691,0.77,0.39,12.6,3077
692,0.27,0.13,12.6,1596
693,0.62,0.31,12.6,2940
694,0.45,0.23,12.6,2246
695,0.39,0.19,12.6,2007
696,0.25,0.13,12.6,1737
697,0.36,0.18,12.6,2169
698,0.36,0.18,12.6,2150
699,0.33,0.17,12.6,2155
700,0.38,0.19,12.6,2377
701,0.33,0.17,12.6,2093
702,0.52,0.26,12.6,2996
703,10.20,5.10,15.3,3250
704,4.11,2.06,15.3,3381
705,5.35,2.68,12.9,3828
706,1.21,0.60,15.2,2677
707,3.11,1.55,13.3,5072
708,0.96,0.48,11.0,1934
709,1.15,0.57,12.4,2838
710,1.35,0.67,13.1,2811
711,2.59,1.29,12.9,4140
712,0.42,0.21,12.7,1551
713,1.10,0.55,12.0,2979
714,0.48,0.24,12.4,1902
715,0.21,0.11,13.1,1253
716,0.38,0.19,16.6,2290
717,0.59,0.29,15.1,3146
718,0.20,0.10,12.5,1277
719,1.37,0.69,15.2,5963
720,0.24,0.12,14.3,1963
721,0.16,0.08,18.9,2326
722,0.81,0.40,17.7,2688
723,1.13,0.57,16.7,3777
724,0.73,0.37,19.1,4445
725,1.97,0.98,18.0,6192
726,0.36,0.18,15.6,2143
727,1.00,0.50,14.1,3909
728,0.69,0.34,17.7,4166
729,0.62,0.31,16.7,3398
730,1.15,0.57,18.2,5834
731,0.50,0.25,17.9,3177
732,0.53,0.27,16.1,3497
733,0.19,0.10,18.0,2114
734,0.66,0.33,17.7,5093
735,0.34,0.17,19.3,3297
736,0.16,0.08,17.7,2567
737,0.22,0.11,20.9,3348
738,4.13,2.06,14.6,4460
739,8.41,4.21,15.4,7176
740,4.21,2.11,14.6,6264
741,2.30,1.15,14.6,3754
742,0.88,0.44,16.1,2676
743,3.05,1.52,14.6,5801
744,0.70,0.35,14.6,2485
745,1.14,0.57,13.6,2940
746,2.18,1.09,11.7,4015
747,0.31,0.15,15.1,1612
748,1.46,0.73,14.5,3827
749,1.92,0.96,18.2,6958
750,0.96,0.48,16.3,3298
751,0.87,0.44,14.6,3701
752,0.59,0.30,14.4,2595
753,1.10,0.55,14.6,4506
754,0.81,0.41,14.1,3361
755,3.23,1.61,10.1,5241
756,0.68,0.34,15.3,3321
757,0.58,0.29,15.1,3505
758,0.90,0.45,14.6,5536
759,6.19,3.10,15.4,5207
760,31.37,15.68,13.6,9576
761,1.05,0.52,15.3,1938
762,1.08,0.54,15.2,2487
763,2.94,1.47,14.9,4804
764,0.64,0.32,16.6,2078
