ID,Mcore,err_Mcore,Tcore,Size
20kms~cloud_280,4.17,2.08,,1200
20kms~cloud_281,2.02,1.01,,2250
20kms~cloud_282,1.71,0.85,54.6,2870
20kms~cloud_283,0.98,0.49,,1630
20kms~cloud_284,1.15,0.57,,1890
20kms~cloud_285,4.56,2.28,,2330
20kms~cloud_286,0.34,0.17,,1030
20kms~cloud_287,1.58,0.79,,1950
20kms~cloud_288,0.59,0.29,,1310
20kms~cloud_289,2.06,1.03,,1710
20kms~cloud_290,0.43,0.21,,1140
20kms~cloud_291,0.10,0.05,90.4,1390
20kms~cloud_292,4.30,2.15,,2130
20kms~cloud_293,0.87,0.43,,1450
20kms~cloud_294,0.93,0.47,,1440
20kms~cloud_295,4.06,2.03,,2580
20kms~cloud_296,0.37,0.18,,1080
20kms~cloud_297,1.36,0.68,,2070
20kms~cloud_298,0.41,0.20,,1140
20kms~cloud_299,1.32,0.66,,1900
20kms~cloud_300,0.61,0.30,,1040
20kms~cloud_301,0.67,0.34,72.1,2630
20kms~cloud_302,5.51,2.75,,2740
20kms~cloud_303,0.41,0.20,72.7,2050
20kms~cloud_304,0.46,0.23,,1110
20kms~cloud_305,5.28,2.64,,2770
20kms~cloud_306,1.95,0.97,,2150
20kms~cloud_307,0.75,0.38,,1510
20kms~cloud_308,0.62,0.31,,1330
20kms~cloud_309,3.69,1.84,,2410
20kms~cloud_310,1.31,0.66,,1220
20kms~cloud_311,9.09,4.54,,1920
20kms~cloud_312,0.74,0.37,92.9,2560
20kms~cloud_313,0.18,0.09,76.7,1480
20kms~cloud_314,0.66,0.33,,1330
20kms~cloud_315,0.80,0.40,,1510
20kms~cloud_316,0.51,0.26,,1240
20kms~cloud_317,31.68,15.84,,5540
20kms~cloud_318,0.64,0.32,,1390
20kms~cloud_319,0.41,0.20,,1140
20kms~cloud_320,0.91,0.46,,1630
20kms~cloud_321,1.43,0.71,,2160
20kms~cloud_322,0.48,0.24,,1250
20kms~cloud_323,6.75,3.38,,3040
20kms~cloud_324,1.74,0.87,,2390
20kms~cloud_325,2.76,1.38,,2380
20kms~cloud_326,0.51,0.26,,1310
20kms~cloud_327,0.32,0.16,,1040
20kms~cloud_328,8.27,4.13,,2380
20kms~cloud_329,2.35,1.18,141.2,3600
20kms~cloud_330,0.13,0.07,73.6,1450
20kms~cloud_331,4.44,2.22,,2510
20kms~cloud_332,2.83,1.42,138.3,1830
20kms~cloud_334,2.31,1.16,119.0,2130
20kms~cloud_335,5.89,2.94,,1110
20kms~cloud_336,0.45,0.23,,1110
20kms~cloud_337,0.42,0.21,,1180
20kms~cloud_338,1.24,0.62,,1500
20kms~cloud_339,1.31,0.66,,2030
20kms~cloud_340,0.47,0.23,,1240
20kms~cloud_341,4.04,2.02,,1410
20kms~cloud_342,0.43,0.21,,1090
20kms~cloud_343,13.83,6.92,,1980
20kms~cloud_344,0.69,0.34,,1370
20kms~cloud_345,6.03,3.02,,3250
20kms~cloud_346,1.73,0.86,,2250
20kms~cloud_347,0.57,0.28,,1310
20kms~cloud_348,1.06,0.53,,1220
20kms~cloud_349,0.34,0.17,,1040
20kms~cloud_350,12.22,6.11,,3040
20kms~cloud_351,0.52,0.26,,1240
20kms~cloud_352,1.55,0.78,,1950
20kms~cloud_353,4.86,2.43,,2810
20kms~cloud_355,0.54,0.27,,1110
20kms~cloud_356,0.12,0.06,167.1,1890
20kms~cloud_357,1.95,0.97,,1390
20kms~cloud_358,3.18,1.59,,1330
20kms~cloud_359,4.03,2.02,,1510
20kms~cloud_360,1.62,0.81,,2100
20kms~cloud_361,0.65,0.33,,1440
20kms~cloud_362,2.16,1.08,,2310
20kms~cloud_363,5.89,2.94,,2960
20kms~cloud_364,2.56,1.28,,2020
20kms~cloud_365,0.34,0.17,,1060
20kms~cloud_366,1.38,0.69,,1710
20kms~cloud_367,15.72,7.86,,3240
20kms~cloud_368,1.97,0.98,,2010
20kms~cloud_369,0.88,0.44,,1200
20kms~cloud_370,1.79,0.90,,2390
20kms~cloud_371,0.78,0.39,,1580
20kms~cloud_372,0.51,0.26,,1310
20kms~cloud_374,0.21,0.10,99.7,2100
20kms~cloud_375,0.82,0.41,,1720
20kms~cloud_376,0.43,0.21,,1250
20kms~cloud_377,0.71,0.35,,1650
20kms~cloud_378,0.62,0.31,,1560
20kms~cloud_379,1.51,0.76,,2200
20kms~cloud_380,0.91,0.46,,1450
20kms~cloud_381,1.47,0.73,,1960
20kms~cloud_382,0.36,0.18,,1080
20kms~cloud_383,1.44,0.72,,1570
20kms~cloud_384,0.97,0.48,,1340
20kms~cloud_385,0.55,0.28,,1320
20kms~cloud_386,1.44,0.72,,1750
20kms~cloud_387,1.00,0.50,,1280
20kms~cloud_388,0.87,0.43,,1220
20kms~cloud_389,0.53,0.27,,1150
20kms~cloud_390,1.51,0.76,,1830
20kms~cloud_391,0.76,0.38,,1240
20kms~cloud_392,0.49,0.24,,1030
20kms~cloud_393,0.67,0.34,,1330
20kms~cloud_394,0.15,0.07,112.4,1450
20kms~cloud_395,3.91,1.96,,2000
20kms~cloud_396,8.29,4.14,421.4,4770
20kms~cloud_397,3.82,1.91,,2530
20kms~cloud_398,0.19,0.10,143.9,1120
20kms~cloud_399,0.68,0.34,,1210
20kms~cloud_400,0.74,0.37,,1360
20kms~cloud_401,0.60,0.30,,1330
20kms~cloud_402,1.40,0.70,,1610
20kms~cloud_403,1.84,0.92,,1280
20kms~cloud_404,1.33,0.67,,1730
20kms~cloud_405,0.65,0.33,,1060
20kms~cloud_406,4.14,2.07,,1960
20kms~cloud_407,20.30,10.15,,2040
20kms~cloud_408,0.36,0.18,,1060
20kms~cloud_409,0.33,0.17,,1030
20kms~cloud_410,0.09,0.04,61.6,1170
20kms~cloud_411,0.63,0.32,,1410
20kms~cloud_412,13.64,6.82,,1780
20kms~cloud_413,1.27,0.64,,1970
20kms~cloud_414,0.36,0.18,,1140
20kms~cloud_415,8.63,4.32,,1790
20kms~cloud_416,4.59,2.29,,1270
20kms~cloud_417,1.08,0.54,,1980
20kms~cloud_418,0.65,0.33,61.2,1790
20kms~cloud_419,1.14,0.57,,1170
20kms~cloud_420,3.47,1.74,108.0,2790
20kms~cloud_421,13.14,6.57,,1600
20kms~cloud_422,0.46,0.23,,1120
20kms~cloud_423,7.17,3.58,79.8,2100
20kms~cloud_424,0.71,0.35,,1270
20kms~cloud_425,0.89,0.45,,1760
20kms~cloud_426,0.65,0.33,,1560
20kms~cloud_427,0.41,0.20,,1030
20kms~cloud_428,0.21,0.10,127.5,1210
20kms~cloud_429,1.02,0.51,,1420
20kms~cloud_430,0.29,0.14,55.5,2730
20kms~cloud_431,0.88,0.44,,1730
20kms~cloud_432,1.46,0.73,66.4,1940
20kms~cloud_433,0.42,0.21,,1220
20kms~cloud_434,0.09,0.04,137.0,1030
20kms~cloud_435,2.42,1.21,,1850
20kms~cloud_436,1.11,0.56,,1310
20kms~cloud_437,1.95,0.97,,1940
20kms~cloud_438,2.14,1.07,,2430
20kms~cloud_439,0.35,0.17,,1120
20kms~cloud_440,4.70,2.35,,2280
20kms~cloud_441,1.11,0.56,,1720
20kms~cloud_442,0.82,0.41,,1650
20kms~cloud_443,0.24,0.12,52.8,1570
20kms~cloud_444,0.92,0.46,106.4,3430
20kms~cloud_445,0.34,0.17,,1140
20kms~cloud_446,0.44,0.22,,1080
20kms~cloud_447,0.36,0.18,,1080
20kms~cloud_448,0.57,0.28,,1120
20kms~cloud_449,1.70,0.85,131.4,3440
20kms~cloud_450,1.01,0.51,,1660
20kms~cloud_451,10.40,5.20,,3800
20kms~cloud_452,6.83,3.42,,3000
20kms~cloud_453,0.22,0.11,78.8,1820
20kms~cloud_454,2.26,1.13,,2160
20kms~cloud_455,0.26,0.13,101.1,1970
20kms~cloud_456,8.65,4.33,,2940
20kms~cloud_457,0.81,0.41,,1150
20kms~cloud_458,0.32,0.16,76.3,1690
20kms~cloud_459,0.32,0.16,,1080
20kms~cloud_460,4.39,2.19,,3620
20kms~cloud_461,1.83,0.92,,2120
20kms~cloud_462,0.35,0.17,50.8,1650
20kms~cloud_463,0.55,0.28,,1340
20kms~cloud_464,7.75,3.88,,3250
20kms~cloud_465,0.33,0.17,,1040
20kms~cloud_466,3.55,1.77,,2880
20kms~cloud_467,0.41,0.20,51.1,1860
20kms~cloud_468,0.44,0.22,,1150
20kms~cloud_469,1.16,0.58,,1650
20kms~cloud_470,1.93,0.96,,2000
20kms~cloud_471,1.15,0.57,,1860
