ID,Mcore,err_Mcore,Tcore,Size
J290.9057+14.5183,3.50,0.40,27.0,6866
J290.9256+14.5113,5.30,0.30,31.0,2830
J290.9219+14.5211,2.70,0.10,29.0,3942
J290.9115+14.5187,5.50,0.30,30.0,3882
J290.9147+14.5176,2.70,0.20,100.0,3204
J290.9209+14.5096,1.60,0.10,29.0,3162
J290.9084+14.5199,4.30,0.10,28.0,5786
J290.9053+14.5185,7.80,0.30,27.0,4638
J290.9118+14.5112,2.80,0.30,30.0,2836
J290.9123+14.5099,1.60,0.10,28.0,2790
J290.9069+14.5065,7.30,0.40,28.0,3170
J290.9235+14.5172,4.70,0.30,34.0,3994
J290.9259+14.5151,4.10,0.40,33.0,2960
J290.9122+14.5116,1.10,0.30,29.0,2886
J290.9120+14.5160,1.00,0.10,29.0,4440
J290.9262+14.5154,5.00,0.40,33.0,3212
J290.9208+14.5117,1.50,0.10,29.0,3426
J290.9162+14.5181,13.40,1.80,63.0,3646
J290.9181+14.5180,5.60,0.50,42.0,3814
J290.9114+14.5132,2.40,0.20,29.0,3324
J290.9231+14.5194,1.80,0.20,29.0,2958
J290.9184+14.5179,1.60,0.40,42.0,4148
J290.9079+14.5199,4.00,0.10,28.0,7400
J290.9101+14.5197,2.10,0.10,28.0,3208
J290.9137+14.5171,2.50,0.20,32.0,2960
J290.9114+14.5127,4.30,0.30,31.0,4246
J290.9117+14.5107,2.40,0.20,28.0,2900
J290.9168+14.5147,1.70,0.10,29.0,3222
J290.9196+14.5068,1.40,0.10,28.0,2772
J290.9247+14.5085,2.50,0.30,30.0,2748
J290.9070+14.5060,4.50,0.40,28.0,3180
J290.9111+14.5111,2.10,0.30,32.0,3124
J290.9086+14.5087,1.80,0.20,28.0,3438
J290.9118+14.5117,5.90,0.50,30.0,5162
J290.9111+14.5190,1.40,0.10,29.0,2798
J290.9055+14.5063,2.20,0.10,28.0,2948
J290.9205+14.5188,0.70,0.10,30.0,2634
J290.9054+14.5072,1.50,0.10,28.0,2836
J290.9204+14.5141,0.90,0.10,29.0,3130
J290.9274+14.5179,3.80,0.20,28.0,4024
J290.9243+14.5152,0.90,0.20,100.0,2512
J290.9149+14.5178,4.20,0.70,45.0,3920
J290.9182+14.5176,2.80,0.40,40.0,3380
J290.9275+14.5198,2.40,0.20,28.0,3014
J290.9075+14.5074,2.10,0.20,27.0,3114
J290.9234+14.5187,2.00,0.30,30.0,3022
J290.9173+14.5176,1.40,0.30,45.0,2806
J290.9114+14.5095,0.60,0.10,28.0,2920
J290.9176+14.5213,2.90,0.30,30.0,4302
J290.9074+14.5069,4.50,0.50,27.0,3150
J290.9130+14.5183,4.30,0.30,32.0,4308
J290.9036+14.5174,2.20,0.20,28.0,2944
J290.9085+14.5048,2.40,0.20,28.0,2578
J290.9062+14.5055,4.60,0.40,28.0,4016
J290.9083+14.5083,5.50,0.30,27.0,5384
J290.9225+14.5209,0.80,0.10,29.0,3734
J290.9090+14.5066,2.20,0.20,28.0,3408
J290.9115+14.5173,2.00,0.20,29.0,4834
J290.9073+14.5102,1.00,0.10,27.0,3884
J290.9048+14.5182,1.50,0.10,27.0,3552
J290.9201+14.5132,1.20,0.20,29.0,3700
J290.9263+14.5157,3.40,0.40,32.0,3720
J290.9125+14.5150,0.80,0.10,29.0,3364
J290.9228+14.5254,0.70,0.10,28.0,3248
J290.9172+14.5173,1.10,0.20,45.0,2824
J290.9067+14.5070,2.00,0.30,27.0,3172
J290.9243+14.5176,1.60,0.20,31.0,3586
J290.9204+14.5135,0.90,0.20,29.0,3454
J290.9094+14.5097,1.20,0.30,30.0,3292
J290.9139+14.5173,1.20,0.20,34.0,3512
J290.9154+14.5218,0.90,0.10,30.0,3364
J290.9093+14.5202,1.30,0.10,28.0,3926
J290.9255+14.5190,2.10,0.20,29.0,6466
J290.9253+14.5152,2.50,0.50,32.0,4300
J290.9072+14.5059,4.40,0.70,28.0,3584
J290.9288+14.5160,7.80,0.80,20.0,7352
J290.9110+14.5157,0.90,0.10,28.0,4144
J290.9084+14.5174,2.50,0.20,27.0,6902
J290.9099+14.5104,1.30,0.20,32.0,3816
J290.9115+14.5109,1.40,0.40,30.0,3320
J290.9095+14.5078,1.30,0.20,27.0,4376
J290.9143+14.5176,2.00,0.40,40.0,4666
J290.9143+14.5180,1.30,0.30,40.0,4252
J290.9159+14.5181,0.00,0.00,0.0,3604
J290.9239+14.5147,0.00,0.00,0.0,3086
J290.9170+14.5203,0.00,0.00,0.0,2634
J290.9188+14.5190,0.00,0.00,0.0,4894
J290.9145+14.5194,0.00,0.00,0.0,3858
