ID,Mcore,err_Mcore,Tcore,Size
633,3.18,0.24,9.8,3919
634,0.83,0.19,11.2,9694
635,0.09,0.03,13.9,4331
636,0.18,0.09,11.5,7013
637,0.46,0.29,8.6,4125
638,0.11,0.06,11.5,6806
639,0.42,0.13,10.2,6600
640,0.56,0.30,8.6,5775
641,0.79,0.41,8.0,3506
642,0.34,0.13,10.7,11138
643,0.38,0.07,13.3,9075
644,0.45,0.09,12.9,9694
645,0.18,0.10,11.1,3712
646,0.03,0.02,11.5,2887
647,0.15,0.04,12.7,4125
648,0.06,0.05,12.8,2268
649,0.07,0.05,15.9,6600
650,0.13,0.03,13.0,5156
651,0.25,0.11,14.1,9075
653,0.33,0.17,11.5,10519
654,0.20,0.10,11.5,7631
655,1.11,0.20,9.7,7425
656,0.07,0.04,11.5,3712
657,1.57,0.19,9.6,3712
659,0.04,0.02,14.5,4537
660,0.13,0.09,10.4,5569
661,0.32,0.08,12.7,8250
662,0.41,0.20,11.5,7013
663,0.66,0.16,12.0,11138
664,0.20,0.14,9.2,4125
665,0.12,0.06,14.5,10313
666,0.15,0.10,12.4,5362
667,0.44,0.22,11.5,9488
668,0.45,0.10,11.6,6187
669,0.26,0.13,10.3,7631
670,0.13,0.04,11.7,4744
671,0.19,0.10,11.2,6806
672,0.89,0.17,10.8,8869
673,0.10,0.08,10.8,4331
674,0.10,0.06,12.9,5775
675,0.29,0.12,9.8,3506
676,2.00,0.53,10.1,11138
677,0.13,0.07,11.5,7219
678,0.10,0.05,11.5,4950
679,2.08,0.50,7.8,4537
680,1.48,0.67,7.1,5156
682,0.09,0.02,14.3,7425
683,0.95,0.26,10.1,10106
684,0.06,0.03,11.5,3093
685,0.31,0.15,10.8,8869
686,0.23,0.14,9.7,6394
687,0.18,0.13,10.0,3919
688,0.83,0.45,7.7,6394
689,0.06,0.04,14.7,5981
690,0.15,0.09,13.2,8044
691,1.13,0.42,8.8,11757
692,0.58,0.19,10.0,7013
694,0.64,0.34,7.8,6394
695,0.07,0.04,13.7,6600
696,0.24,0.15,10.0,6394
697,0.08,0.04,11.5,4331
698,0.20,0.10,10.8,3506
699,0.13,0.08,11.6,4331
700,0.25,0.08,13.4,6600
701,0.12,0.06,12.2,4744
702,0.26,0.12,10.2,4950
703,0.46,0.13,11.5,8869
704,0.06,0.02,15.1,5362
705,0.68,0.19,11.6,6806
706,0.16,0.10,11.1,3919
707,0.04,0.02,11.5,3506
708,0.04,0.03,15.2,6394
709,0.28,0.08,13.7,9488
710,0.07,0.03,11.5,4950
711,0.39,0.16,9.2,5362
712,0.10,0.02,15.0,5775
713,0.13,0.06,11.5,6394
714,0.07,0.03,12.9,3300
715,0.22,0.09,10.1,4125
716,0.11,0.05,10.9,4331
717,0.36,0.22,9.6,7219
718,0.15,0.05,11.9,6394
719,0.20,0.14,12.9,7425
720,0.45,0.46,8.4,4125
721,0.10,0.05,11.5,4125
722,0.44,0.13,11.3,6187
723,0.24,0.29,8.8,2681
724,0.15,0.08,11.5,5775
726,2.34,1.02,6.7,3712
728,1.62,0.40,9.9,8044
729,2.65,0.49,8.5,4331
730,0.81,0.36,8.9,4125
731,0.06,0.03,11.5,3093
735,0.07,0.04,11.5,3506
737,0.09,0.05,11.5,5362
738,0.27,0.06,11.3,2887
739,0.09,0.02,14.4,4125
740,0.03,0.03,14.3,3300
741,0.40,0.33,11.1,7425
742,0.08,0.04,11.5,5775
743,0.03,0.01,14.5,4125
744,0.35,0.07,11.2,4950
745,0.17,0.04,13.5,7013
746,0.20,0.05,14.2,9488
747,0.20,0.11,10.6,4331
748,0.22,0.11,11.1,4125
749,0.10,0.02,12.8,4125
